cod_alumno,cod_semestre,cod_facultad,cod_escuela,num_res_autoriza,cod_tipo_autorizacion
18150243,20201,15,2,RD 0264-FCCSS-20                        ,AM 
18150234,20201,15,2,RD 0265-FCCSS-20                        ,AM 
18150204,20201,15,2,RD 0266-FCCSS-20                        ,AM 
18150043,20201,15,2,RD 0267-FCCSS-20                        ,AM 
14150188,20201,15,2,RD 0268-FCCSS-20                        ,AM 
11150399,20201,15,2,RD 0269-FCCSS-20                        ,AM 
15150196,20201,15,2,RD 0278-FCCSS-20                        ,AM 
12150191,20201,15,2,RD 0279-FCCSS-20                        ,AM 
14150206,20201,15,2,RD 0297-FCCSS-20                        ,AM 
13150146,20201,15,2,RD 0298-FCCSS-20                        ,AM 
14150214,20201,15,2,RD 0299-FCCSS-20                        ,AM 
10150038,20201,15,2,RD 0300-FCCSS-20                        ,AM 
14150169,20201,15,2,RD O327-FCCSS-2                         ,AM 
15150209,20201,15,2,RD 03397-FCCSS-2                        ,AM 
15150188,20202,15,2,RD 000014-2021                          ,AM 
15150237,20202,15,2,RD 0545-FCCSS                           ,AM 
16150091,20202,15,2,RD 0545-FCCSS                           ,AM 
14150188,20202,15,2,RD 0545-FCCSS                           ,AM 
16150185,20202,15,2,RD 0545-FCCSS                           ,AM 
17150029,20202,15,2,RD 0545-FCCSS                           ,AM 
13150246,20202,15,2,RD 0545-FCCSS                           ,AM 
16150197,20202,15,2,RD 0545-FCCSS                           ,AM 
14150179,20202,15,2,RD 0545-FCCSS                           ,AM 
18150205,20202,15,2,RD 0545-FCCSS                           ,AM 
17150152,20202,15,2,RD 0545-FCCSS                           ,AM 
15150190,20202,15,2,RD 0545-FCCFF                           ,AM 
15150204,20202,15,2,RD 0545-FCCSS                           ,AM 
12150033,20202,15,2,RD 0545-FCCSS                           ,AM 
115132,20202,15,2,RD 0545-FCCSS                           ,AM 
12150026,20202,15,2,RD 545-FCCSS                            ,AM 
17150171,20202,15,2,RD 0545-FCCSS                           ,AM 
11150195,20202,15,2,RD 0545-FCCSS                           ,AM 
15150230,20202,15,2,RD 000599-FCCSS                         ,AM 
13150270,20202,15,2,RD 000599-FCCCS                         ,AM 
11150399,20202,15,2,RD 0545-FCCSS                           ,AM 
15150042,20202,15,2,RD 0545-FCCSS                           ,AM 
14150206,20202,15,2,RD 0545-FCCSS                           ,AM 
18150059,20201,15,3,RD 0234FCCSS-20                         ,AM 
10150214,20201,15,3,RD 0235-FCCSS-20                        ,AM 
15150273,20201,15,3,RD 0236-FCCSS-20                        ,AM 
11150402,20201,15,3,RD 0237-FCCSS-20                        ,AM 
10150211,20201,15,3,RD 0238-FCCSS-20                        ,AM 
18150056,20201,15,3,RD 0239-FCCSS-20                        ,AM 
14150244,20201,15,3,RD 0240-FCCSS-20                        ,AM 
14150224,20201,15,3,RD 0242-FCCSS-20                        ,AM 
12150043,20201,15,3,RD 0243-FCCSS-20                        ,AM 
16150269,20201,15,3,RD 0244-FCCSS-20                        ,AM 
18150051,20201,15,3,RD 0249-FCCSS-20                        ,AM 
18150259,20201,15,3,RD 0246-FCCSS-20                        ,AM 
16150232,20201,15,3,RD 0248-FCCSS-20                        ,AM 
12150045,20201,15,3,RD 0249-FCCSS-20                        ,AM 
12150283,20201,15,3,RD 250-FCCSS-20                         ,AM 
14150248,20201,15,3,RD 0302-FCCSS-20                        ,AM 
5150230,20201,15,3,RD 0303-FCCSS-20                        ,AM 
10150229,20201,15,3,RD 0304-FCCSS-20                        ,AM 
14150237,20201,15,3,RD 0305-FCCSS-20                        ,AM 
12150276,20201,15,3,RD 0306-FCCSS-20                        ,AM 
12150269,20201,15,3,RD 0307-FCCSS-20                        ,AM 
14150228,20201,15,3,RD 0308-FCCSS-20                        ,AM 
10150204,20201,15,3,RD 0311-FCCSS-20                        ,AM 
12150270,20201,15,3,RD 0312-FCCSS-20                        ,AM 
12150253,20201,15,3,RD 0313-FCCSS-20                        ,AM 
11150405,20201,15,3,RD 0314-FCCSS-20                        ,AM 
15150249,20201,15,3,RD 0315-FCCSS-20                        ,AM 
10150400,20201,15,3,RD 0316-FCCSS-20                        ,AM 
15150260,20201,15,3,RD 0317-FCCSS-20                        ,AM 
16150259,20201,15,3,RD 0318-FCCSS-20                        ,AM 
16150266,20201,15,3,RD 0321-FCCSS-20                        ,AM 
16150289,20201,15,3,RD 0323-FCCSS-20                        ,AM 
18150276,20201,15,3,RD 0325-FCCSS-20                        ,AM 
7150050,20201,15,3,RD 0328-FCCSS-20                        ,AM 
16150255,20201,15,3,RD 0329-FCCSS-20                        ,AM 
18150289,20201,15,3,RD 0333-FCCSS-20                        ,AM 
9150224,20201,15,3,RD 0337-FCCSS-20                        ,AM 
16150262,20201,15,3,RD 0338-FCCSS-20                        ,AM 
12150053,20201,15,3,RD 0342-FCCSS-20                        ,AM 
18150249,20202,15,3,RD 000014-2021                          ,AM 
16150289,20202,15,3,RD 000590-FCCSS                         ,AM 
11150405,20202,15,3,RD 000590-FCCSS                         ,AM 
12150253,20202,15,3,RD 000590-FCCSS                         ,AM 
12150279,20202,15,3,RD 000599-FCCSS                         ,AM 
17150044,20202,15,3,RD 000599-FCCSS                         ,AM 
17150052,20202,15,3,RD 000599-FCCSS                         ,AM 
16150256,20202,15,3,RD 000599-FCCSS                         ,AM 
16150261,20202,15,3,RD 0525-FCCSS                           ,AM 
12150043,20202,15,3,RD 0525-FCCSS                           ,AM 
15150263,20202,15,3,RD 0525-FCCSS                           ,AM 
15150241,20202,15,3,RD 0525-FCCSS                           ,AM 
18150288,20202,15,3,RD 0525-FCCSS                           ,AM 
16150008,20202,15,3,RD 0525-FCCSS                           ,AM 
10150211,20202,15,3,RD 0525-FCCSS                           ,AM 
18150289,20202,15,3,RD 0525-FCCSS                           ,AM 
17150057,20202,15,3,RD000590-FCCSS                          ,AM 
16150265,20202,15,3,RD000590-FCCSS                          ,AM 
16150246,20202,15,3,RD 000590-FCCSS                         ,AM 
18150283,20202,15,3,RD 000599-FCCSS                         ,AM 
16150264,20202,15,3,RD 000599-FCCSS                         ,AM 
14150236,20202,15,3,RD 0525-FCCSS                           ,AM 
16150282,20202,15,3,RD 0525-FCCSS                           ,AM 
16150267,20202,15,3,RD 0525-FCCSS                           ,AM 
17150183,20202,15,3,RD 0525-FCCSS                           ,AM 
14150234,20202,15,3,RD 0525-FCCSS                           ,AM 
10150400,20202,15,3,RD 525-FCCSS                            ,AM 
16150233,20202,15,3,RD 0525-FCCSS                           ,AM 
12150053,20202,15,3,RD 0525-FCCSS                           ,AM 
10150052,20202,15,3,RD 0525-FCCSS                           ,AM 
16150262,20202,15,3,RD 0525-FCCSS                           ,AM 
10150229,20202,15,3,RD 0525-FCCSS                           ,AM 
16150279,20202,15,3,RD 0525-FCCSS                           ,AM 
17150041,20202,15,3,RD 0525-FCCSS                           ,AM 
16150255,20202,15,3,RD 0525-FCCSS                           ,AM 
2150125,20202,15,3,RD 0525-FCCSS                           ,AM 
16150014,20202,15,3,RD 0525-FCCSS                           ,AM 
9150010,20202,15,3,RD 0525-FCCSS                           ,AM 
13150282,20202,15,3,RD 0525-FCCSS                           ,AM 
13150300,20202,15,3,RD 0525-FCCSS                           ,AM 
11150199,20202,15,3,RD 0525-FCCSS                           ,AM 
8150246,20202,15,3,RD 0525-FCCSS                           ,AM 
14150228,20202,15,3,RD 0525-FCCSS                           ,AM 
16150266,20202,15,3,RD 0525-FCCSS                           ,AM 
15150273,20202,15,3,RD 0525-FCCSS                           ,AM 
14150048,20202,15,3,RD 0525-FCCSS                           ,AM 
12150283,20202,15,3,RD 0525-FCCSS                           ,AM 
13150039,20202,15,3,RD 0525-FCCSS                           ,AM 
13150165,20202,15,3,RD 0525-FCCSS                           ,AM 
16150232,20202,15,3,RD 0525-FCCSS                           ,AM 
12150045,20202,15,3,RD 0525-FCCSS                           ,AM 
13150073,20201,15,4,RD 0218-FCCSS-20                        ,AM 
15150306,20201,15,4,RD 0219-FCCSS-20                        ,AM 
18150084,20201,15,4,RD 0220-FCCSS-20                        ,AM 
9150251,20201,15,4,RD 0221-FCCSS-20                        ,AM 
16150313,20201,15,4,RD 0222-FCCSS-20                        ,AM 
18150304,20201,15,4,RD 0293-FCCSS-20                        ,AM 
15150288,20202,15,4,RD 0543-FCCSS                           ,AM 
16150029,20202,15,4,RD 0543-FCCSS                           ,AM 
16150028,20202,15,4,RD 0543-FCCSS                           ,AM 
17150211,20202,15,4,RD 0543-FCCSS                           ,AM 
16150025,20202,15,4,RD 0543-FCCSS                           ,AM 
8150075,20202,15,4,RD 0543-FCCSS                           ,AM 
14150290,20202,15,4,RD 0543-FCCSS                           ,AM 
15150312,20202,15,4,RD 0543-FCCSS                           ,AM 
18150077,20202,15,4,RD 0543-FCCSS                           ,AM 
11150232,20202,15,4,RD 0543-FCCSS                           ,AM 
17150209,20202,15,4,RD 0543-FCCSS                           ,AM 
17150075,20202,15,4,RD 0543-FCCSS                           ,AM 
17150205,20202,15,4,RD 000014-2021                          ,AM 
17150059,20202,15,4,RD 0543-FCCSS                           ,AM 
16150324,20202,15,4,RD 0543-FCCSS                           ,AM 
18150091,20201,15,5,RD 0210-FCCSS-20                        ,AM 
18150101,20201,15,5,RD 0211-FCCSS-20                        ,AM 
18150359,20201,15,5,RD 0212-FCCSS-20                        ,AM 
17150237,20201,15,5,RD 0213-FCCSS-20                        ,AM 
18150344,20201,15,5,RD 0214-FCCSS-20                        ,AM 
18150322,20201,15,5,RD 0215-FCCSS-20                        ,AM 
18150098,20201,15,5,RD 0216-FCCSS-20                        ,AM 
18150343,20201,15,5,RD 0217-FCCSS-20                        ,AM 
18150332,20201,15,5,RD 0241-FCCSS-20                        ,AM 
18150116,20201,15,5,RD 0250-FCCSS-20                        ,AM 
18150316,20201,15,5,RD 0251-FCCSS-20                        ,AM 
18150122,20201,15,5,RD 0252-FCCSS-20                        ,AM 
18150367,20201,15,5,RD 0253-FCCSS-20                        ,AM 
18150086,20201,15,5,RD 0270-FCCSS-20                        ,AM 
15150118,20201,15,5,RD 0271-FCCSS-20                        ,AM 
18150348,20201,15,5,RD 0281-FCCSS-20                        ,AM 
18150088,20201,15,5,RD 0284-FCCSS-20                        ,AM 
18150094,20201,15,5,RD 0294-FCCSS-20                        ,AM 
8150098,20201,15,5,RD 0330-FCCSS-20                        ,AM 
923172,20202,15,5,RD 000546-FCCSS                         ,AM 
16150115,20202,15,5,RD 0546-FCCSS                           ,AM 
12150380,20202,15,5,RD 0546-FCCSS                           ,AM 
8150118,20202,15,5,RD 0546-FCCSS                           ,AM 
17150245,20202,15,5,RD 0546-FCCSS                           ,AM 
17150085,20202,15,5,RD 0546-FCCSS                           ,AM 
15150103,20202,15,5,RD 0546-FCCSS                           ,AM 
15150326,20202,15,5,RD 0546-FCCSS                           ,AM 
16150359,20202,15,5,RD 0546-FCCSS                           ,AM 
17150239,20202,15,5,RD 0546-FCCSS                           ,AM 
10150097,20202,15,5,RD 0546-FCCSS                           ,AM 
15150322,20202,15,5,RD 000592-FCCSS                         ,AM 
17150223,20202,15,5,RD 0546-FCCSS                           ,AM 
18150348,20202,15,5,RD 000599-FCCSS                         ,AM 
8150098,20202,15,5,RD 0456-FCCSS                           ,AM 
17150237,20202,15,5,RD 0546-FCCSS                           ,AM 
13150341,20202,15,5,RD 0546-FCCSS                           ,AM 
14150389,20201,15,7,RD 0223-FCCSS-20                        ,AM 
18150406,20201,15,7,RD 0224-FCCSS-20                        ,AM 
14150443,20201,15,7,RD 0225-FCCSS-20                        ,AM 
18150146,20201,15,7,RD 0256-FCCSS-20                        ,AM 
18150128,20201,15,7,RD 0227-FCCSS-20                        ,AM 
15150369,20201,15,7,RD 0228-FCCSS-20                        ,AM 
13150384,20201,15,7,RD 0229-FCCSS-20                        ,AM 
18150399,20201,15,7,RD 0230-FCCSS-20                        ,AM 
18150402,20201,15,7,RD 0231-FCCSS-20                        ,AM 
15150394,20201,15,7,RD 0232-FCCSS-20                        ,AM 
12150440,20201,15,7,RD 0233-FCCSS-20                        ,AM 
15150408,20201,15,7,RD 0260-FCCSS-20                        ,AM 
16150401,20201,15,7,RD 0273-FCCSS-20                        ,AM 
15150403,20201,15,7,RD 0274-FCCSS-20                        ,AM 
13150415,20201,15,7,RD 0275-FCCSS-20                        ,AM 
15150396,20201,15,7,RD 0276-FCCSS-20                        ,AM 
14150396,20201,15,7,RD 0277-FCCSS-20                        ,AM 
12150134,20201,15,7,RD 0285-FCCSS-20                        ,AM 
10150375,20201,15,7,RD 0290-FCCSS-20                        ,AM 
18150401,20201,15,7,RD 0291-FCCSS-20                        ,AM 
18150383,20201,15,7,RD 0292-FCCSS-20                        ,AM 
12150469,20201,15,7,RD 0295-FCCSS-20                        ,AM 
16150387,20201,15,7,RD 0296-FCCSS-20                        ,AM 
18150407,20201,15,7,RD 0320-FCCSS-20                        ,AM 
18150379,20201,15,7,RD 0322-FCCSS-20                        ,AM 
16150402,20201,15,7,RD 0324-FCCSS-20                        ,AM 
13150212,20201,15,7,RD 0331-FCCSS-20                        ,AM 
8150136,20201,15,7,RD 0332-FCCSS-20                        ,AM 
14150413,20201,15,7,RD 0396-FCCSS-20                        ,AM 
12150115,20202,15,7,RD 0544-FCCSS                           ,AM 
1112165,20202,15,7,RD 0544-FCCSS                           ,AM 
15150122,20202,15,7,RD 0544-FCCSS                           ,AM 
111669,20202,15,7,RD 0544-FCCSS                           ,AM 
16150440,20202,15,7,RD 0544-FCCSS                           ,AM 
13150107,20202,15,7,RD 0544-FCCSS                           ,AM 
16150054,20202,15,7,RD0544-FCCSS                            ,AM 
17150107,20202,15,7,RD 0544-FCCSS                           ,AM 
14150413,20202,15,7,RD 0544-FCCSS                           ,AM 
12150469,20202,15,7,RD 0544-FCCSS                           ,AM 
14150389,20202,15,7,RD0544-FCCSS                            ,AM 
16150438,20202,15,7,RD 0544-FCCSS                           ,AM 
12150440,20202,15,7,RD 0544-FCCSS                           ,AM 
12150137,20202,15,7,RD 0544-FCCSS                           ,AM 
16150423,20202,15,7,RD 16150423                             ,AM 
13150384,20202,15,7,RD 000590-FCCSS                         ,AM 
8150136,20202,15,7,RD 000590-FCCSS                         ,AM 
15150127,20202,15,7,RD 0544-FCCSS                           ,AM 
16150403,20202,15,7,RD 0544-FCCSS                           ,AM 
15150380,20202,15,7,RD 0544-FCCSS                           ,AM 
11150126,20202,15,7,RD 0544-FCCSS                           ,AM 
16150401,20202,15,7,RD 0544-FCCSS                           ,AM 
11150314,20202,15,7,RD 0544-FCCSS                           ,AM 
14150396,20202,15,7,RD 0544-FCCSS                           ,AM 
14150444,20202,15,7,RD 0544-FCCSS                           ,AM 
8150453,20202,15,7,RD 0544-FCCSS                           ,AM 
14150099,20202,15,7,RD 0544-FCCSS                           ,AM 
8160105,20201,16,2,RD N°133/FIGMMG-D/2020                  ,AM 
11160198,20201,16,2,RD N°133/FIGMMG-D/2020                  ,AM 
12160108,20201,16,2,RD N°133/FIGMMG-D/2020                  ,AM 
12160118,20201,16,2,RD N°133/FIGMMG-D/2020                  ,AM 
12160119,20201,16,2,RD N°133/FIGMMG-D/2020                  ,AM 
14160018,20201,16,2,RD N°133/FIGMMG-D/2020                  ,AM 
12160126,20201,16,2,RD N°133/FIGMMG-D/2020                  ,AM 
14160094,20201,16,2,RD N°133/FIGMMG-D/2020                  ,AM 
15160009,20201,16,2,RD N°133/FIGMMG-D/2020                  ,AM 
15160161,20201,16,2,RD N°133/FIGMMG-D/2020                  ,AM 
16160134,20201,16,2,RD N°133/FIGMMG-D/2020                  ,AM 
16160137,20201,16,2,RD N°133/FIGMMG-D/2020                  ,AM 
16160142,20201,16,2,RD N°133/FIGMMG-D/2020                  ,AM 
17160001,20201,16,2,RD N°133/FIGMMG-D/2020                  ,AM 
17160142,20201,16,2,RD N°133/FIGMMG-D/2020                  ,AM 
17160144,20201,16,2,RD N°133/FIGMMG-D/2020                  ,AM 
17160157,20201,16,2,RD N°133/FIGMMG-D/2020                  ,AM 
17160172,20201,16,2,RD N°133/FIGMMG-D/2020                  ,AM 
18160010,20201,16,2,RD N°133/FIGMMG-D/2020                  ,AM 
18160150,20201,16,2,RD N°133/FIGMMG-D/2020                  ,AM 
18160155,20201,16,2,RD N°133/FIGMMG-D/2020                  ,AM 
18160158,20201,16,2,RD N°133/FIGMMG-D/2020                  ,AM 
18160163,20201,16,2,RD N°133/FIGMMG-D/2020                  ,AM 
18160180,20201,16,2,RD N°133/FIGMMG-D/2020                  ,AM 
5160013,20201,16,2,RD N°133/FIGMMG-D/2020                  ,AM 
15160012,20201,16,2,RD N°134/FIGMMG-D/2020                  ,AM 
12160126,20201,16,2,RD N°134/FIGMMG-D/2020                  ,AM 
8160105,20201,16,2,RD N°134/FIGMMG-D/2020                  ,AM 
986178,20201,16,2,RD N°134/FIGMMG-D/2020                  ,AM 
16160146,20202,16,2,RD N°000394-2020-D-FIGMMG/UNMSM         ,AM 
16160146,20202,16,2,RD N°000394-2020-D-FIGMMG/UNMSM         ,AM 
12160118,20202,16,2,RD N°000394-2020-D-FIGMMG/UNMSM         ,AM 
8160081,20202,16,2,RD N°000394-2020-D-FIGMMG/UNMSM         ,AM 
8160081,20202,16,2,RD N°000394-2020-D-FIGMMG/UNMSM         ,AM 
7160134,20202,16,2,RD N°000394-2020-D-FIGMMG/UNMSM         ,AM 
12160126,20202,16,2,RD N°000394-2020-D-FIGMMG/UNMSM         ,AM 
17160149,20202,16,2,RD N°000394-2020-D-FIGMMG/UNMSM         ,AM 
8160105,20202,16,2,RD N°000394-2020-D-FIGMMG/UNMSM         ,AM 
12160118,20202,16,2,RD N°000416-2020-D-FIGMMG/UNMSM         ,AM 
17160001,20202,16,2,RD N°000416-2020-D-FIGMMG/UNMSM         ,AM 
17160142,20202,16,2,RD N°000416-2020-D-FIGMMG/UNMSM         ,AM 
16160134,20202,16,2,RD N°000416-2020-D-FIGMMG/UNMSM         ,AM 
12160108,20202,16,2,RD N°000416-2020-D-FIGMMG/UNMSM         ,AM 
5160117,20201,16,3,RD N°133/FIGMMG-D/2020                  ,AM 
5160117,20201,16,3,RD N°133/FIGMMG-D/2020                  ,AM 
10160108,20201,16,3,RD N°133/FIGMMG-D/2020                  ,AM 
13160197,20201,16,3,RD N°133/FIGMMG-D/2020                  ,AM 
14160027,20201,16,3,RD N°133/FIGMMG-D/2020                  ,AM 
14160029,20201,16,3,RD N°133/FIGMMG-D/2020                  ,AM 
14160171,20201,16,3,RD N°133/FIGMMG-D/2020                  ,AM 
14160171,20201,16,3,RD N°133/FIGMMG-D/2020                  ,AM 
15160036,20201,16,3,RD N°133/FIGMMG-D/2020                  ,AM 
15160045,20201,16,3,RD N°133/FIGMMG-D/2020                  ,AM 
15160201,20201,16,3,RD N°133/FIGMMG-D/2020                  ,AM 
15160203,20201,16,3,RD N°133/FIGMMG-D/2020                  ,AM 
15160215,20201,16,3,RD N°133/FIGMMG-D/2020                  ,AM 
18160194,20201,16,3,RD N°133/FIGMMG-D/2020                  ,AM 
18160209,20201,16,3,RD N°133/FIGMMG-D/2020                  ,AM 
18160209,20201,16,3,RD N°133/FIGMMG-D/2020                  ,AM 
18160209,20201,16,3,RD N°133/FIGMMG-D/2020                  ,AM 
14160173,20201,16,3,RD N°134/FIGMMG-D/2020                  ,AM 
14160024,20202,16,3,RD N°000394-2020-D-FIGMMG/UNMSM         ,AM 
10160108,20202,16,3,RD N°000394-2020-D-FIGMMG/UNMSM         ,AM 
14160027,20202,16,3,RD N°000394-2020-D-FIGMMG/UNMSM         ,AM 
10160021,20202,16,3,RD N°000394-2020-D-FIGMMG/UNMSM         ,AM 
14160024,20202,16,3,RD N°000416-2020-D-FIGMMG/UNMSM         ,AM 
14160173,20202,16,3,RD N°000416-2020-D-FIGMMG/UNMSM         ,AM 
16160068,20202,16,3,RD N°000416-2020-D-FIGMMG/UNMSM         ,AM 
16160165,20202,16,3,RD N°000394-2020-D-FIGMMG/UNMSM         ,AM 
14160145,20202,16,3,RD Nº 000454-2020-D-FIGMMG/UNMSM        ,AM 
17160210,20201,16,5,RD N°133/FIGMMG-D/2020                  ,AM 
17160210,20201,16,5,RD N°133/FIGMMG-D/2020                  ,AM 
17160060,20201,16,5,RD N°133/FIGMMG-D/2020                  ,AM 
18160050,20201,16,5,RD N°133/FIGMMG-D/2020                  ,AM 
18160050,20201,16,5,RD N°133/FIGMMG-D/2020                  ,AM 
18160050,20201,16,5,RD N°133/FIGMMG-D/2020                  ,AM 
10160131,20201,16,5,RD N°133/FIGMMG-D/2020                  ,AM 
16160028,20201,16,5,RD N°133/FIGMMG-D/2020                  ,AM 
18160225,20201,16,5,RD N°133/FIGMMG-D/2020                  ,AM 
16160030,20201,16,5,RD N°133/FIGMMG-D/2020                  ,AM 
18160055,20201,16,5,RD N°133/FIGMMG-D/2020                  ,AM 
9160189,20201,16,5,RD N°133/FIGMMG-D/2020                  ,AM 
15160058,20201,16,5,RD N°133/FIGMMG-D/2020                  ,AM 
16160041,20201,16,5,RD N°133/FIGMMG-D/2020                  ,AM 
17160058,20201,16,5,RD N°133/FIGMMG-D/2020                  ,AM 
17160058,20201,16,5,RD N°133/FIGMMG-D/2020                  ,AM 
15160239,20201,16,5,RD N°133/FIGMMG-D/2020                  ,AM 
18160230,20201,16,5,RD N°133/FIGMMG-D/2020                  ,AM 
18160230,20201,16,5,RD N°133/FIGMMG-D/2020                  ,AM 
17160073,20201,16,5,RD N°133/FIGMMG-D/2020                  ,AM 
13160125,20201,16,5,RD N°133/FIGMMG-D/2020                  ,AM 
13160125,20201,16,5,RD N°133/FIGMMG-D/2020                  ,AM 
13160125,20201,16,5,RD N°133/FIGMMG-D/2020                  ,AM 
13160125,20201,16,5,RD N°133/FIGMMG-D/2020                  ,AM 
5160158,20201,16,5,RD N°133/FIGMMG-D/2020                  ,AM 
11160043,20201,16,5,RD N°133/FIGMMG-D/2020                  ,AM 
18160057,20201,16,5,RD N°133/FIGMMG-D/2020                  ,AM 
18160060,20201,16,5,RD N°133/FIGMMG-D/2020                  ,AM 
18160060,20201,16,5,RD N°133/FIGMMG-D/2020                  ,AM 
18160060,20201,16,5,RD N°133/FIGMMG-D/2020                  ,AM 
18160233,20201,16,5,RD N°133/FIGMMG-D/2020                  ,AM 
15160233,20201,16,5,RD N°133/FIGMMG-D/2020                  ,AM 
16160206,20201,16,5,RD N°133/FIGMMG-D/2020                  ,AM 
17160225,20201,16,5,RD N°133/FIGMMG-D/2020                  ,AM 
16160209,20201,16,5,RD N°133/FIGMMG-D/2020                  ,AM 
16160209,20201,16,5,RD N°133/FIGMMG-D/2020                  ,AM 
17160236,20201,16,5,RD N°133/FIGMMG-D/2020                  ,AM 
13160054,20201,16,5,RD N°133/FIGMMG-D/2020                  ,AM 
14160198,20201,16,5,RD N°133/FIGMMG-D/2020                  ,AM 
16160037,20201,16,5,RD N°133/FIGMMG-D/2020                  ,AM 
16160217,20201,16,5,RD N°133/FIGMMG-D/2020                  ,AM 
18160050,20201,16,5,RD N°134/FIGMMG-D/2020                  ,AM 
16160041,20201,16,5,RD N°134/FIGMMG-D/2020                  ,AM 
13160122,20201,16,5,RD N°134/FIGMMG-D/2020                  ,AM 
11160006,20201,16,5,RD N°134/FIGMMG-D/2020                  ,AM 
18160230,20201,16,5,RD N°134/FIGMMG-D/2020                  ,AM 
5160158,20201,16,5,RD N°134/FIGMMG-D/2020                  ,AM 
16160035,20201,16,5,RD N°134/FIGMMG-D/2020                  ,AM 
18160244,20201,16,5,RD N°134/FIGMMG-D/2020                  ,AM 
15160233,20201,16,5,RD N°134/FIGMMG-D/2020                  ,AM 
16160206,20201,16,5,RD N°134/FIGMMG-D/2020                  ,AM 
17160236,20201,16,5,RD N°134/FIGMMG-D/2020                  ,AM 
17160065,20201,16,5,RD N°134/FIGMMG-D/2020                  ,AM 
963469,20201,16,5,RD N°134/FIGMMG-D/2020                  ,AM 
17160210,20202,16,5,RD N°000394-2020-D-FIGMMG/UNMSM         ,AM 
17160060,20202,16,5,RD N°000394-2020-D-FIGMMG/UNMSM         ,AM 
17160060,20202,16,5,RD N°000394-2020-D-FIGMMG/UNMSM         ,AM 
17160060,20202,16,5,RD N°000394-2020-D-FIGMMG/UNMSM         ,AM 
18160050,20202,16,5,RD N°000394-2020-D-FIGMMG/UNMSM         ,AM 
10160131,20202,16,5,RD N°000394-2020-D-FIGMMG/UNMSM         ,AM 
16160030,20202,16,5,RD N°000394-2020-D-FIGMMG/UNMSM         ,AM 
15160239,20202,16,5,RD N°000394-2020-D-FIGMMG/UNMSM         ,AM 
18160230,20202,16,5,RD N°000394-2020-D-FIGMMG/UNMSM         ,AM 
12160200,20202,16,5,RD N°000394-2020-D-FIGMMG/UNMSM         ,AM 
963469,20202,16,5,RD N°000394-2020-D-FIGMMG/UNMSM         ,AM 
15160233,20202,16,5,RD N°000394-2020-D-FIGMMG/UNMSM         ,AM 
16160206,20202,16,5,RD N°000394-2020-D-FIGMMG/UNMSM         ,AM 
13160053,20202,16,5,RD N°000394-2020-D-FIGMMG/UNMSM         ,AM 
17160065,20202,16,5,RD N°000394-2020-D-FIGMMG/UNMSM         ,AM 
13160125,20202,16,5,RD N°000416-2020-D-FIGMMG/UNMSM         ,AM 
5160158,20202,16,5,RD N°000416-2020-D-FIGMMG/UNMSM         ,AM 
9160305,20201,16,6,RD N°133/FIGMMG-D/2020                  ,AM 
953045,20201,16,6,RD N°133/FIGMMG-D/2020                  ,AM 
963497,20201,16,6,RD N°133/FIGMMG-D/2020                  ,AM 
7160162,20201,16,6,RD N°133/FIGMMG-D/2020                  ,AM 
7160169,20201,16,6,RD N°133/FIGMMG-D/2020                  ,AM 
7160170,20201,16,6,RD N°133/FIGMMG-D/2020                  ,AM 
8160075,20201,16,6,RD N°133/FIGMMG-D/2020                  ,AM 
8160147,20201,16,6,RD N°133/FIGMMG-D/2020                  ,AM 
10160175,20201,16,6,RD N°133/FIGMMG-D/2020                  ,AM 
11160056,20201,16,6,RD N°133/FIGMMG-D/2020                  ,AM 
11160215,20201,16,6,RD N°133/FIGMMG-D/2020                  ,AM 
11160233,20201,16,6,RD N°133/FIGMMG-D/2020                  ,AM 
12160221,20201,16,6,RD N°133/FIGMMG-D/2020                  ,AM 
13160059,20201,16,6,RD N°133/FIGMMG-D/2020                  ,AM 
13160065,20201,16,6,RD N°133/FIGMMG-D/2020                  ,AM 
13160132,20201,16,6,RD N°133/FIGMMG-D/2020                  ,AM 
13160142,20201,16,6,RD N°133/FIGMMG-D/2020                  ,AM 
13160240,20201,16,6,RD N°133/FIGMMG-D/2020                  ,AM 
13160249,20201,16,6,RD N°133/FIGMMG-D/2020                  ,AM 
14160055,20201,16,6,RD N°133/FIGMMG-D/2020                  ,AM 
14160057,20201,16,6,RD N°133/FIGMMG-D/2020                  ,AM 
14160225,20201,16,6,RD N°133/FIGMMG-D/2020                  ,AM 
14160236,20201,16,6,RD N°133/FIGMMG-D/2020                  ,AM 
14160247,20201,16,6,RD N°133/FIGMMG-D/2020                  ,AM 
15160088,20201,16,6,RD N°133/FIGMMG-D/2020                  ,AM 
15160090,20201,16,6,RD N°133/FIGMMG-D/2020                  ,AM 
15160253,20201,16,6,RD N°133/FIGMMG-D/2020                  ,AM 
15160264,20201,16,6,RD N°133/FIGMMG-D/2020                  ,AM 
15160271,20201,16,6,RD N°133/FIGMMG-D/2020                  ,AM 
16160101,20201,16,6,RD N°133/FIGMMG-D/2020                  ,AM 
16160112,20201,16,6,RD N°133/FIGMMG-D/2020                  ,AM 
16160223,20201,16,6,RD N°133/FIGMMG-D/2020                  ,AM 
16160231,20201,16,6,RD N°133/FIGMMG-D/2020                  ,AM 
16160234,20201,16,6,RD N°133/FIGMMG-D/2020                  ,AM 
